"Author","Recs","LCS","GCS"
"Tizón MF",1,0,2
"Tobin BW",1,0,2
"Tobólka M",1,0,2
"Tomcho A",1,0,2
"Tominaga A",1,1,2
"Tonczyk G",1,0,2
"Torres DB",1,0,2
"Torres-Barranca JI",1,0,2
"Traoré ICE",1,0,2
"Trites AW",1,0,2
"Trucíos-Caciano R",1,0,2
"Truebano M",1,0,2
"Tsai JS",1,0,2
"Tsetagho G",1,0,2
"Tubbs SE",1,0,2
"Tumpeesuwan C",1,0,2
"Tumpeesuwan S",1,0,2
"Turner SE",1,0,2
"Unger DR",1,0,2
"Unterwegner K",1,0,2
"Urbina-Cardona N",1,0,2
"Valdés-Manzanilla A",1,0,2
"Valencia JB",1,0,2
"van Wijk RE",1,0,2
"Vanalli C",1,0,2
"Vargas P",1,0,2
"Venegas-Barrera CS",1,0,2
"Verutes GM",1,0,2
"Verweij PA",1,0,2
"Villagómez-Cortés JA",1,0,2
"Villanueva HZ",1,0,2
"Virgilio LR",1,0,2
"Vishnudas CK",1,0,2
"Vysokikh TS",1,0,2
"Vázquez-Luna D",1,0,2
"Wagh VV",1,0,2
"Wairokpam B",1,0,2
"Walker P",1,0,2
"Waltert M",1,0,2
"Wang DH",1,0,2
"Wang FQ",1,0,2
"Wang HZ",1,0,2
"Wang JC",1,0,2
"Wang KJ",1,0,2
"Wang XM",1,0,2
"Watson K",1,0,2
"Watteyn C",1,0,2
"Wei YH",1,0,2
"Weiss A",1,0,2
"Wells WG",1,1,2
"Wen QZ",1,0,2
"Weng H",1,0,2
"Westaway K",1,0,2
"Whinam J",1,0,2
"Whitenack LE",1,0,2
"Whytock RC",1,0,2
"Widyastuti S",2,0,2
"Wiegand T",1,1,2
"Wilfried T",1,0,2
"Wilkinson JW",1,0,2
"Williams LK",1,0,2
"Williams PJ",1,0,2
"Windham MD",1,1,2
"Wolfe J",1,0,2
"Wood F",1,0,2
"Woznicki SA",1,0,2
"Wright JM",1,0,2
"Wu JJ",1,0,2
"Wu YT",1,0,2
"Wu ZN",1,0,2
"Xiao C",1,0,2
"Xie JY",1,0,2
"Xing LY",1,0,2
"Xu AC",1,0,2
"Xu D",2,0,2
"Xu WJ",1,0,2
"Xulu S",1,0,2
"Yahuza T",1,0,2
"Yan FL",1,0,2
"Yang BY",1,0,2
"Yang G",1,0,2
"Yang HY",1,0,2
"Yang WX",1,0,2
"Yang X",2,0,2
"Yao J",1,0,2
"Ye ZY",1,0,2
"Yi KY",1,0,2
"Yin GJ",1,0,2
"Yin XJ",1,0,2
"Younous YA",1,0,2
"Yu BB",1,0,2
"Yuan D",1,0,2
"Yuan XJ",1,0,2
"Yue CR",1,0,2
"Yun J",2,1,2
"Yvan C",1,0,2
"Zachwieja AJ",1,0,2
"Zaheri A",1,1,2
"Zaitsev A",1,0,2
"Zangi IU",1,0,2
"Zannetos SP",1,0,2
"Zarrintab M",1,0,2
"Zawadzka J",1,0,2
"Zenbilci M",1,0,2
"Zeratsion BT",1,0,2
"Zerbo I",1,0,2
"Zevgolis YG",1,0,2
"Zhang GW",1,0,2
"Zhang JF",1,0,2
"Zhang JJ",1,0,2
"Zhang JY",2,0,2
"Zhang LZ",1,0,2
"Zhang ZC",1,0,2
"Zhao BX",1,0,2
"Zhao JH",1,0,2
"Zhao LC",1,0,2
"Zhao SS",1,0,2
"Zhao XD",1,0,2
"Zhao ZK",1,1,2
"Zheltukhin AS",1,0,2
"Zheng JN",1,0,2
"Zheng M",1,0,2
"Zheng WC",1,0,2
"Zhong CL",1,0,2
"Zhong H",1,0,2
"Zhou CL",1,0,2
"Zhou LZ",1,0,2
"Zhou X",1,0,2
"Zhou ZJ",1,0,2
"Zhu JX",1,0,2
"Zhu KY",1,0,2
"Zhu QD",1,0,2
"Zhu XD",1,0,2
"Zou YP",1,0,2
"Zugasti-Mateos A",1,0,2
"Zuliani ME",1,0,2
"Ünal Y",1,0,2
"Abbas M",1,0,1
"Abd El-Razek A",1,0,1
"Abdi N",1,0,1
"Abe T",1,0,1
"Abebe M",1,0,1
"Abebe T",1,0,1
"Abraham GA",1,0,1
"Abtin E",1,0,1
"Abuhay ZT",1,0,1
"Acanski J",1,0,1
"Ackerman JD",2,0,1
"Acosta MC",1,0,1
"Adaime R",1,0,1
"Adeniji AE",1,0,1
"Aderek EM",1,0,1
"Agbetiameh D",1,0,1
"Agbo RI",1,0,1
"Ahamidé B",1,0,1
"Ahmad M",1,0,1
"Ahmad MH",1,0,1
"Ahmed EA",1,0,1
"Ahmer I",1,0,1
"Aidoo KAS",1,0,1
"Aikins B",1,0,1
"Ajder V",1,0,1
"Ajikah LB",1,0,1
"Akwaji PI",1,0,1
"Al-ashaal SA",2,0,1
"Al-Marahleh M",1,0,1
"Al-Sodany YM",2,0,1
"Alda P",1,0,1
"Aldwekat AFM",1,0,1
"Alemu S",1,0,1
"Alfatat A",1,0,1
"Alfonso YU",1,0,1
"Alfonzetti MA",1,0,1
"Ali AH",1,0,1
"Ali AM",1,0,1
"Alkhalaf AA",1,0,1
"Allcock AL",1,0,1
"Alleaume S",1,0,1
"Almeida DD",1,0,1
"Almejo-Ramos M",1,0,1
"Alou LPA",1,0,1
"Alshamlih M",1,0,1
"Alvarenga CD",1,0,1
"Alves JC",1,0,1
"Alves MM",1,0,1
"Alza L",1,0,1
"Ambekar M",1,0,1
"Amini T",1,0,1
"Amroun M",1,0,1
"Anantaprayoon N",1,0,1
"Anderson VJ",1,0,1
"Andrade-Núñez MJ",1,0,1
"Angulo OPC",1,0,1
"Anjita NA",1,0,1
"Ansari A",1,0,1
"Antolin-Barberena FFV",1,0,1
"Antonelli G",1,0,1
"Aranha J",1,0,1
"Araujo EL",1,0,1
"Arciniegas A",1,0,1
"Ardon DA",1,0,1
"Aristarkhova EA",1,0,1
"Arsanukaev DD",1,0,1
"Arun PR",1,0,1
"Arya AK",1,0,1
"Arévalo JR",1,0,1
"Ashton-Butt A",1,0,1
"Asin J",1,0,1
"Asnaghi V",1,0,1
"Assi SB",1,0,1
"Atkinson PW",1,0,1
"Atmaja MB",1,0,1
"Augustin AF",1,0,1
"Awuah RT",1,0,1
"Aykurt C",1,0,1
"Ayling M",1,0,1
"Ayoola JO",1,0,1
"Azhbenov V",1,0,1
"Babin CH",1,0,1
"Babu S",1,0,1
"Bachan KHA",1,0,1
"Baddeley A",1,0,1
"Badje AF",1,0,1
"Bahadur KCR",1,0,1
"Bahn V",1,0,1
"Baibussenov K",1,0,1
"Baishnab B",1,0,1
"Bakaloudis DE",1,0,1
"Balaguera-Reina SA",1,0,1
"Balogh V",1,0,1
"Banerjee B",1,0,1
"Banik B",1,0,1
"Bao AM",1,0,1
"Bao ZY",1,0,1
"Baral N",1,0,1
"Barnes KW",1,0,1
"Barreto S",1,0,1
"Barrio J",1,0,1
"Bartnicki J",1,0,1
"Bastidas W",1,0,1
"Batista-Silva VF",1,0,1
"Bazarov B",1,0,1
"Bazzato E",1,0,1
"Beaudoin A",1,0,1
"Bebber DP",1,0,1
"Bedair HM",1,0,1
"Bekbayeva A",1,0,1
"Bell CD",1,0,1
"Ben-Ami D",1,0,1
"Benathar IDC",1,0,1
"Benedetti F",1,0,1
"Benítez-Benítez C",1,0,1
"Berecha G",1,0,1
"Bertoncin APD",1,0,1
"Bertrand JAM",1,0,1
"Betiol TCC",1,0,1
"Beyerle U",1,0,1
"Bhat SS",1,0,1
"Bhatnagar P",1,0,1
"Bhatt D",1,0,1
"Bhavan SG",1,0,1
"Bhupathy S",1,0,1
"Bi HJ",1,0,1
"Bianchi FM",1,0,1
"Bijl H",1,0,1
"Bijleveld AI",1,0,1
"Billeter S",1,0,1
"Bilton DT",1,0,1
"Birhanie M",1,0,1
"Bischoff KE",1,0,1
"Bittau L",1,0,1
"Blankenship SR",1,0,1
"Bliss DA",1,0,1
"Boas F",1,0,1
"Bogner K",1,0,1
"Bolaños-Carriel C",1,0,1
"Boldrocchi G",1,0,1
"Bolte ME",1,0,1
"Bonaglia A",1,0,1
"Bonasora MG",1,0,1
"Bonebrake TC",1,0,1
"Bonilla-Liberato ED",1,0,1
"Bonilla-Sánchez A",1,0,1
"Bonner TH",1,0,1
"Borges J",1,0,1
"Borgmeier A",1,0,1
"Bosiacka B",1,0,1
"Bouska KL",1,0,1
"Brandt J",1,0,1
"Bravo GA",1,0,1
"Brehob MM",1,0,1
"Briseño RIA",1,0,1
"Brito SV",1,0,1
"Brown K",1,0,1
"Brown W",1,0,1
"Bruni G",1,0,1
"Buchheister A",1,0,1
"Budi T",1,0,1
"Burdon MG",1,0,1
"Buxbaum KR",1,0,1
"Cabral JA",1,0,1
"Caddah MK",1,0,1
"Cain B",1,0,1
"Camara S",1,0,1
"Cameron RW",1,0,1
"Campbell KS",1,0,1
"Campelo BRM",1,0,1
"Campera M",1,0,1
"Canales-Delgadillo J",1,0,1
"Canassa NF",1,0,1
"Cao WZ",1,0,1
"Carrasco A",1,0,1
"Carrera HO",1,1,1
"Carvalho J",1,0,1
"Carvalho R",1,0,1
"Castellan G",1,0,1
"Castillo A",1,0,1
"Castro-Luna AA",1,0,1
"Cedillo H",1,0,1
"Chagaris D",1,0,1
"Chai SX",1,0,1
"Chaiyes A",1,0,1
"Chakurkar EB",1,0,1
"Chang Y",1,0,1
"Changruenngam T",1,0,1
"Charafi J",1,0,1
"Charoo SA",1,0,1
"Chavez D",1,0,1
"Chen CC",1,0,1
"Chen HT",1,0,1
"Chen JL",1,0,1
"Chen JR",1,0,1
"Chen JY",1,0,1
"Chen N",1,0,1
"Chen YC",1,0,1
"Cheng JZ",1,0,1
"Cheng W",1,0,1
"Cheng Y",1,0,1
"Cheng ZJ",1,0,1
"Chepkirui P",1,0,1
"Chiantore M",1,0,1
"Chiapero AL",1,0,1
"Chiarini F",1,0,1
"Chiawo D",1,0,1
"Chikerema S",1,0,1
"Chistopolova MD",1,0,1
"Cho KM",1,0,1
"Choi KH",1,0,1
"Choi SK",1,0,1
"Choudhury H",1,0,1
"Cipollini C",1,0,1
"Cisneros-Hernández J",1,0,1
"Clerc C",1,0,1
"Cocco A",1,0,1
"Collette N",1,0,1
"Comas LH",1,0,1
"Contardo J",1,0,1
"Conticelli M",1,0,1
"Coppari L",1,0,1
"Correa SB",1,0,1
"Cotera-Correa M",1,0,1
"Cox RD",1,0,1
"Craig CA",1,0,1
"Crozier GE",1,0,1
"Csurhes S",1,0,1
"Csányi S",1,0,1
"Cuellar WJ",1,0,1
"Cui L",1,0,1
"Cunningham CX",1,0,1
"da Cunha IAL",1,0,1
"da Silva-Luz AL",1,0,1
"Dai L",2,0,1
"Dai RL",1,0,1
"Dakki M",1,0,1
"Dangbenon E",1,0,1
"Das M",1,0,1
"Das P",1,0,1
"Dash P",1,0,1
"Day J",1,0,1
"Dayama WF",1,0,1
"de Albentiis M",1,0,1
"de Amo VE",1,0,1
"De Angelis D",1,0,1
"de Araujo MD",1,0,1
"de Freitas DR",2,0,1
"de Haan S",1,0,1
"De Jager NR",1,0,1
"de Jesus CR",1,0,1
"de la Barra P",1,0,1
"de Lima DB",1,0,1
"de Lucena VA",1,0,1
"de Medeiros AP",1,0,1
"de Oliveira AG",1,0,1
"de Oliveira DH",1,0,1
"de Oliveira F",1,0,1
"de Oliveira TG",1,0,1
"de Oliveira XM",1,0,1
"de Sousa AN",1,0,1
"de Souza HDD",1,0,1
"de Souza JMF",1,0,1
"de Souza MBN",1,0,1
"de Sá MC",1,0,1
"Debusschere E",1,0,1
"Defossez ATM",1,0,1
"del Carro KB",1,0,1
"Delaquis E",1,0,1
"Delorme-Hinoux V",1,0,1
"Demirozer O",1,0,1
"Demirtas S",1,0,1
"Deomurari A",1,0,1
"DeSantis LRG",1,0,1
"Devika MA",1,0,1
"DeWinter S",2,0,1
"Dheer A",1,0,1
"Dheeravathu SN",1,0,1
"Di Giovanna F",1,0,1
"di Toro F",1,0,1
"Dietenberger S",1,0,1
"Dilnoza N",1,0,1
"Ding XQ",1,0,1
"Diniz LP",1,0,1
"Diniz MF",1,0,1
"Diogo I",1,0,1
"Dires G",1,0,1
"Djego GJ",1,0,1
"Djego-Djossou S",1,0,1
"do Carmo SVB",1,0,1
"do Couto EV",1,0,1
"do Nascimento FO",1,0,1
"do Nascimento JM",1,0,1
"Dominguez-Carrió C",1,0,1
"Don S",1,0,1
"Dong J",1,0,1
"Dong XQ",1,0,1
"dos Anjos-Souza MF",1,0,1
"dos Reis DM",2,0,1
"dos Santos JCB",1,0,1
"Doser JW",1,0,1
"Dronova NA",1,0,1
"Du P",1,0,1
"Du YZ",1,0,1
"Duan F",1,0,1
"Duan JP",1,0,1
"DuBien JL",1,0,1
"Dubois C",1,0,1
"Duengkae P",1,0,1
"Dullinger S",1,0,1
"Durska A",1,0,1
"Dutta S",1,0,1
"Díaz JAG",1,0,1
"Díaz JS",1,0,1
"Ebling AA",1,0,1
"Ebrahimzadeh E",1,0,1
"Egg S",1,0,1
"Ejidike BN",1,0,1
"Ejtehadi H",2,0,1
"El Fallah K",1,0,1
"El Kettabi Z",1,0,1
"El-Ela AAHA",1,0,1
"Elizondo UH",1,0,1
"Ellwood E",1,0,1
"Emami-Khoyi A",1,0,1
"Emshwiller E",1,0,1
"Ennakri M",1,0,1
"Erfani M",1,0,1
"Escudero M",1,0,1
"Estournel C",1,0,1
"Everaert G",1,0,1
"Eyasu G",1,0,1
"Faizi H",2,0,1
"Falcón W",1,0,1
"Fan GC",1,0,1
"Fan JX",1,0,1
"Fang S",1,0,1
"Farahi A",1,0,1
"Farina L",1,0,1
"Farooq S",1,0,1
"Faustino RA",1,0,1
"Feijó A",1,0,1
"Feitosa RMP",1,0,1
"Feld CK",1,0,1
"Fenchuk V",1,0,1
"Feng CT",1,0,1
"Fernandes TF",1,0,1
"Fernandez-Prada C",1,0,1
"Fernández-Salas LM",1,0,1
"Ferreira GB",1,0,1
"Ferreira JHD",1,0,1
"Ferreira VG",1,0,1
"Ferreira-Krüger R",1,0,1
"Ferrer-Sanchez Y",1,0,1
"Fisher ML",1,0,1
"Floris I",1,0,1
"Fomekong-Lontch J",1,0,1
"Fontanesi E",1,0,1
"Fox-Rosales LA",1,0,1
"Freile JF",1,0,1
"Freitas I",1,0,1
"Fricke KA",1,0,1
"Fritas S",1,0,1
"Fryett ER",1,0,1
"Fu SC",1,0,1
"Fux B",1,0,1
"Gagliardi BL",1,0,1
"Gaino F",1,0,1
"Galindo-González J",1,0,1
"Gallardo-Núñez M",1,0,1
"Gallemore C",1,0,1
"Gandiwa E",1,0,1
"Gao KM",1,0,1
"Gao ZK",1,0,1
"Garcia EL",1,0,1
"García AM",1,0,1
"García P",1,1,1
"García-Alvarado JJ",1,0,1
"García-Cancel JG",1,0,1
"García-Montero LG",1,0,1
"Garibay-Orijel R",1,0,1
"Gayathri R",1,0,1
"Gebhart MG",1,0,1
"Gebrewahid Y",1,0,1
"Geist J",1,0,1
"Geng XY",1,0,1
"Geng Y",1,0,1
"George S",1,0,1
"Gerwing TG",1,0,1
"Ghahremanian A",1,0,1
"Ghanbari MA",1,0,1
"Ghasempouri SM",1,0,1
"Ghasidian E",1,0,1
"Ghilan M",1,0,1
"Ghose D",1,0,1
"Gibbons RE",1,0,1
"Giffard-Carlet J",1,0,1
"Gili JM",1,0,1
"Gillani SW",1,0,1
"Gillings S",1,0,1
"Giraldo DC",1,0,1
"Girmay M",1,0,1
"Go S",1,0,1
"Golabi MH",1,0,1
"Goldberg N",1,0,1
"Goldsmith CD",1,0,1
"Gong F",1,0,1
"Gong YM",1,0,1
"González-García E",1,0,1
"González-Mirelis G",1,0,1
"González-Montelongo C",1,0,1
"González-Rojí SJ",1,0,1
"Gopallawa B",1,0,1
"Gori A",1,0,1
"Gormley KSG",1,0,1
"Gough WB",1,0,1
"Goulart SL",1,0,1
"Gouvêa LP",1,0,1
"Greer AL",3,0,1
"Gregorcic T",1,0,1
"Grinn-Gofron A",1,0,1
"Gu JQ",1,0,1
"Guerra JA",1,0,1
"Guiffant N",1,0,1
"Gunasekera U",1,0,1
"Guo JJ",1,0,1
"Guo MJ",1,0,1
"Guo NC",1,0,1
"Guo PT",1,0,1
"Gurgel ALC",1,0,1
"Gómez I",1,0,1
"Gülsoy S",2,0,1
"Gündüz NE",1,0,1
"Hagazi N",1,0,1
"Hailegiorgis T",1,0,1
"Hamed Y",1,0,1
"Han MW",2,0,1
"Hani A",1,0,1
"Hansford K",1,0,1
"Haregeweyn N",1,0,1
"Hasan RC",1,0,1
"Hatab ASA",1,0,1
"He BX",1,0,1
"He FL",1,0,1
"He SC",1,0,1
"Heltai M",1,0,1
"Helvaci Z",1,0,1
"Hema EM",1,0,1
"Hemp A",1,0,1
"Henderson MJ",1,0,1
"Henkel A",1,0,1
"Hennicke J",1,0,1
"Herlihy AT",1,0,1
"Hermann AJ",1,0,1
"Hernandez-Blanco JA",1,0,1
"Herningtyas W",1,0,1
"Herrera D",1,1,1
"Herrera-Solis AC",1,0,1
"Hese S",1,0,1
"Heydari-guran S",1,0,1
"Higuti J",1,0,1
"Hill RA",1,0,1
"Hitchmough JD",1,0,1
"Holbrook JD",1,0,1
"Hosni E",1,0,1
"Hou C",1,0,1
"Hou ZR",1,0,1
"Houshyar F",1,0,1
"Hsieh HJ",1,0,1
"Hu C",1,0,1
"Hu FR",1,0,1
"Huang GX",1,0,1
"Huang JC",1,0,1
"Huang QC",1,0,1
"Huang SC",1,0,1
"Huang WC",1,0,1
"Huang XC",1,0,1
"Huang YM",1,0,1
"Huang YT",1,0,1
"Huang ZH",1,0,1
"Huff DD",1,0,1
"Huie M",1,0,1
"Hull AD",1,0,1
"Humaida N",1,0,1
"Hund AK",1,0,1
"Hurni K",1,0,1
"Hutapea FJ",1,0,1
"Ienco D",1,0,1
"Ignatov A",1,0,1
"Iliev M",1,0,1
"Imron MA",2,0,1
"Ingrosso M",1,0,1
"Interiano AL",1,1,1
"Iralu V",1,0,1
"Iryadi R",1,0,1
"Ismail K",1,0,1
"Jadán O",1,0,1
"Jaito W",1,0,1
"James J",1,0,1
"Jamieson N",1,0,1
"Jamshidi M",1,0,1
"Jayaluxmi I",1,0,1
"Jeevan K",1,0,1
"Jelaska SD",1,0,1
"Jemimah S",1,0,1
"Jeong HW",1,0,1
"Jespersen K",1,0,1
"Jia J",1,0,1
"Jiang HZ",1,0,1
"Jiang LX",1,0,1
"Jiang RP",1,0,1
"Jiang ST",1,0,1
"Jiang TL",1,0,1
"Jiang YC",1,0,1
"Jiménez L",1,0,1
"Jiménez RA",1,1,1
"Jiménez-Garcia D",1,0,1
"Jiménez-Mejías P",1,0,1
"Jin SY",1,0,1
"Jin YH",1,0,1
"Jins VJ",1,0,1
"Jochems L",1,0,1
"Johnson MP",1,0,1
"Johnson MS",1,0,1
"Johnson RL",1,0,1
"Jose J",1,0,1
"Joshi AB",1,0,1
"Joshi S",1,0,1
"Joshi SN",1,0,1
"Kamalakannan M",2,0,1
"Kamran KV",1,0,1
"Kang FF",1,0,1
"Karar M",1,0,1
"Karki P",1,0,1
"Karpathy S",1,0,1
"Karunakaran PV",1,0,1
"Kasimu A",1,0,1
"Kasongi N",1,0,1
"Katz D",1,0,1
"Kaufmann PR",1,0,1
"Kearney KA",1,0,1
"Keefe CC",1,0,1
"Kena AW",1,0,1
"Kerby JL",1,0,1
"Khalil A",1,0,1
"Khanal K",1,0,1
"Kharel R",1,0,1
"Khoury F",1,0,1
"Kibet S",1,0,1
"Kim EH",1,0,1
"Kim EJ",1,0,1
"Kim JM",1,0,1
"Kingdon C",1,0,1
"Kirkman W",1,0,1
"Kisingo A",1,0,1
"Ko JS",1,0,1
"Koffi AA",1,0,1
"Kohler SV",1,0,1
"Konate SR",1,0,1
"Koo MS",1,0,1
"Kopp DA",1,0,1
"Korner P",1,0,1
"Kornienko T",1,0,1
"Koscielniak-Wawro P",1,0,1
"Kotlov IP",1,0,1
"Kreidler N",1,0,1
"Kruckeberg W",1,0,1
"Kruse C",1,0,1
"Kuchta SR",1,0,1
"Kucuker DM",1,0,1
"Kuehn R",1,0,1
"Kuiper T",1,0,1
"Kumarawadu PL",1,0,1
"Kurniawati F",1,0,1
"Kusangaya S",1,0,1
"Kwoseh CK",1,0,1
"Labra A",1,0,1
"Laghi P",1,0,1
"Laguionie-Marchais C",1,0,1
"Lai M",1,0,1
"Lankoande A",1,0,1
"Lapin CN",1,0,1
"Lara-Cabrera SI",1,0,1
"Lauden HN",1,0,1
"Le Tallec L",1,0,1
"Leavitt SD",1,0,1
"Ledger MJ",1,0,1
"Lee CF",1,0,1
"Lee ES",4,0,1
"Lee JS",4,0,1
"Lee KWK",1,0,1
"Lee SP",1,0,1
"Lee YM",1,0,1
"Legg JP",1,0,1
"Leishman M",1,0,1
"Leone MC",1,0,1
"Leotta M",1,0,1
"Levacic D",1,0,1
"Levine JM",1,0,1
"Li CW",1,0,1
"Li HX",1,0,1
"Li KH",1,0,1
"Li LY",1,0,1
"Li LZ",1,0,1
"Li RT",1,0,1
"Li TF",1,0,1
"Li WG",2,0,1
"Li YG",1,0,1
"Li YQ",1,0,1
"Lian HM",1,0,1
"Lian Y",1,0,1
"Liang HH",1,0,1
"Liang JM",1,0,1
"Liao YJ",1,0,1
"Lima AL",1,0,1
"Lima DF",1,0,1
"Lin M",1,0,1
"Lin W",1,0,1
"Lin YF",1,0,1
"Lin YJ",1,0,1
"Ling YF",1,0,1
"Lishawa SC",1,0,1
"Littrell B",1,0,1
"Liu CY",1,0,1
"Liu GS",1,0,1
"Liu GX",1,0,1
"Liu HT",1,0,1
"Liu SD",1,0,1
"Liu WG",1,0,1
"Liu WW",1,0,1
"Liu YB",1,0,1
"Liu YY",1,0,1
"Lo Iacono C",1,0,1
"Lobora AL",1,0,1
"Lopes JCS",1,0,1
"Lopez R",1,0,1
"Lorestani N",1,0,1
"Losada-Iglesias R",1,0,1
"Loulida S",1,0,1
"Lozano P",1,0,1
"Lu AX",1,0,1
"Lu PP",1,0,1
"Lu W",1,0,1
"Lu WC",1,0,1
"Luceño M",1,0,1
"Lupiyaningdyah P",1,0,1
"Luque S",1,0,1
"Lutuf H",1,0,1
"Lyamuya R",1,0,1
"Lynch JW",1,0,1
"Lyu SL",1,0,1
"López JE",1,1,1
"López-Caamal A",1,0,1
"Ma BR",1,0,1
"Ma DY",1,0,1
"Ma HP",1,0,1
"Ma HY",1,0,1
"Ma SG",1,0,1
"Ma ZC",1,0,1
"Macgregor NA",1,0,1
"Madola I",1,0,1
"Madyavanhu N",1,0,1
"Mafaldo-Sajami AA",1,0,1
"Magesh CR",1,0,1
"Magomedov MRD",1,0,1
"Maguilla E",1,0,1
"Mahini AS",1,0,1
"Mahmoudi S",1,0,1
"Mai VC",1,0,1
"Maige D",1,0,1
"Maillet O",1,0,1
"Makridou KN",1,0,1
"Malkhazova S",1,0,1
"Mallil K",1,0,1
"Mamuye M",1,0,1
"Man H",1,0,1
"Mancina CA",1,0,1
"Manconi R",1,0,1
"Manjusha K",1,0,1
"Mantovano T",1,0,1
"Manzoor M",1,0,1
"Mao AP",1,0,1
"Mao LM",1,0,1
"Maqas M",1,0,1
"Marchetto E",1,0,1
"Marealle W",1,0,1
"Mariano ED",1,0,1
"Marinho PHD",1,0,1
"Marques R",1,0,1
"Marrero R",1,0,1
"Marín JE",1,0,1
"Massawe G",1,0,1
"Masters P",1,0,1
"Mauda EV",1,0,1
"Mayad E",1,0,1
"Mbewe W",1,0,1
"Mcculloch MT",1,0,1
"McHuron EA",1,0,1
"McNew LB",1,0,1
"McWhinnie LH",1,0,1
"Medeiros PD",1,0,1
"Medina-Amaya M",1,0,1
"Medina-Madariaga G",1,0,1
"Medlock J",1,0,1
"Melo JWD",1,0,1
"Melo RG",1,0,1
"Meng XX",1,0,1
"Mercker M",1,0,1
"Messmer M",1,0,1
"Milicic M",1,0,1
"Miller MA",1,0,1
"Millán-Otero MG",1,0,1
"Milne R",1,0,1
"Minato N",1,0,1
"Mir NH",1,0,1
"Miranda D",1,0,1
"Miranda EA",1,0,1
"Mitra S",1,0,1
"Mo XQ",2,0,1
"Mobaraki A",1,0,1
"Moen RA",1,0,1
"Moinudheen N",1,0,1
"Molento MB",1,0,1
"Molina P",1,0,1
"Monks A",1,0,1
"Monroy RND",1,1,1
"Montadert M",1,0,1
"Montagna P",1,0,1
"Monteiro AJD",1,0,1
"Mooring MS",1,0,1
"Moradi S",1,0,1
"Morales-Ramirez CA",1,0,1
"Moreno JC",1,0,1
"Moreno-Niño N",1,0,1
"Mosquera-Guerra F",1,0,1
"Mostafa A",1,0,1
"Mota JL",1,0,1
"Mowang DA",1,0,1
"Mpakairi KS",1,0,1
"Muangmai N",1,0,1
"Mucha J",1,0,1
"Mueller MM",1,0,1
"Mugo J",1,0,1
"Muhamad MAH",1,0,1
"Muhammad J",1,0,1
"Mulford T",1,0,1
"Munir S",1,0,1
"Muniz C",1,0,1
"Muriuki GM",1,0,1
"Mushtaq A",1,0,1
"Musimwa R",1,0,1
"Muthuchamy M",1,0,1
"Muthukumar A",1,0,1
"Muthusamy A",1,0,1
"Muñoz B",2,0,1
"Myszkowska D",1,0,1
"Márquez-Salazar G",1,0,1
"Méndez AL",1,0,1
"Müller M",1,0,1
"Münnich M",1,0,1
"N'Guessan R",1,0,1
"Nabian S",1,0,1
"Nabizadeh H",1,0,1
"Naimi M",1,0,1
"Nair G",1,0,1
"Naqvi SAH",1,0,1
"Naranjo-Cigala A",1,0,1
"Narzullaev M",1,0,1
"Nasser MGE",1,0,1
"Nawab NP",1,0,1
"Nematollahi S",1,0,1
"Newby JC",1,0,1
"Ngila PM",1,0,1
"Nguyen A",1,0,1
"Nguyen TV",1,0,1
"Ngwenya N",1,0,1
"Nichol GK",3,0,1
"Nichols S",1,0,1
"Nie WB",1,0,1
"Niemuth ND",1,0,1
"Njomaba E",1,0,1
"Nogueira SS",1,0,1
"Noguera F",1,0,1
"Nol E",1,0,1
"Nopandry B",1,0,1
"Normurodova M",1,0,1
"Nugraha RTP",1,0,1
"Nugroho FE",1,0,1
"Nyirenda K",1,0,1
"Nénger N",1,0,1
"O'Brien HL",1,0,1
"O'Reilly AJ",1,0,1
"Oden GN",1,0,1
"Ogougbé RE",1,0,1
"Oh S",1,0,1
"Okon EI",1,0,1
"Olana KOA",2,0,1
"Olaniyi OE",1,0,1
"Old JM",1,0,1
"Oleksyn J",1,0,1
"Olivares-Pinto U",1,0,1
"Oliveira MJ",1,0,1
"OliveiraConceiçao ED",1,0,1
"Oliver O",1,0,1
"Olmedo C",2,0,1
"Onah DO",1,0,1
"Ordoñez N",1,0,1
"Orenstein DE",1,0,1
"Orge L",1,0,1
"Ortega-Huerta M",1,0,1
"Ortiz-Acosta MA",1,0,1
"Ostendorf B",1,0,1
"Osunkoya OO",1,0,1
"Ouyang S",1,0,1
"Ouyang XH",1,0,1
"Padgett K",1,0,1
"Padrón RS",1,0,1
"Pala NA",1,0,1
"Pan J",1,0,1
"Pandi V",1,0,1
"Pang JX",1,0,1
"Pang PY",1,0,1
"Panthum T",1,0,1
"Panza R",1,0,1
"Parengal H",1,0,1
"Parimbelli A",1,0,1
"Park JH",1,0,1
"Park JW",1,0,1
"Park YB",1,0,1
"Passos JF",1,0,1
"Pasternak T",1,0,1
"Patana P",1,0,1
"Pathak P",1,0,1
"Patta C",1,0,1
"Paudel RP",1,0,1
"Pearce-Higgins JW",1,0,1
"Pelland NA",1,0,1
"Pereira J",1,0,1
"Pereira PS",1,0,1
"Perez A",1,0,1
"Perger R",1,0,1
"Perrett C",1,0,1
"Pessoa LA",1,0,1
"Pestano-González M",1,0,1
"Peters K",1,0,1
"Petkov N",1,0,1
"Pham TT",1,0,1
"Phung TT",1,0,1
"Pinel S",1,0,1
"Pint S",1,0,1
"Piotrowicz K",1,0,1
